Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Parsed Price,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
MERCEDES,BENZ CLA 45 AMG,I4,1991 cc,382 hp,250 km/h,4.1 sec,"$53,000 ",Petrol,5,500 Nm,53.0,MERCEDES BENZ GLA 45,MERCEDES BENZ GLC 350 ,MERCEDES BENZ GLE 350 ,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ A-CLASS A 45 S
MERCEDES,BENZ GLE 63 S,V8,"3,982 cc",603 hp,250 km/h,4.2 sec,"$113,000 ",Petrol,5,850 Nm,113.0,MERCEDES BENZ E-CLASS E 63 S,LAMBORGHINI URUS PERFORMANTE,LAMBORGHINI URUS S,LAMBORGHINI URUS GRAPHITE CAPSULE,MERCEDES BENZ S-CLASS S 580
MERCEDES,BENZ S-CLASS S 500,V6,"2,996 cc",429 hp,250 km/h,4.9 sec,"$109,000 ",Petrol,5,700 Nm,109.0,MERCEDES BENZ GT 53,MERCEDES BENZ CLS 450,MERCEDES BENZ GLE 450,MERCEDES BENZ GLE 53,MERCEDES BENZ GLC 43
MERCEDES,BENZ E-CLASS E 450 ,V6,"2,996 cc",362 hp,250 km/h,5.2 sec,"$62,000 ",Petrol,5,500 Nm,62.0,MERCEDES BENZ CLS 450,MERCEDES BENZ GLE 53,MERCEDES BENZ GLE 450,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ A-CLASS A 45 S
MERCEDES,BENZ CLS 450,V6,"2,996 cc",362 hp,250 km/h,5.2 sec,"$70,000 ",Petrol,5,500 Nm,70.0,MERCEDES BENZ E-CLASS E 450 ,MERCEDES BENZ GLE 450,MERCEDES BENZ GLE 53,MERCEDES BENZ C-CLASS C 43,AUDI SQ5
MERCEDES,BENZ GT 53,V6,"2,996 cc",429 hp,250 km/h,4.5 sec,"$99,000 ",Petrol,5,700 Nm,99.0,MERCEDES BENZ S-CLASS S 500,MERCEDES BENZ C-CLASS C 43,MERCEDES BENZ E-CLASS E 450 ,ASTON MARTIN DBX,MERCEDES BENZ GLE 450
MERCEDES,BENZ GLE 450,V6,"2,996 cc",362 hp,250 km/h,5.5 sec,"$63,000 ",Petrol,5,500 Nm,63.0,MERCEDES BENZ E-CLASS E 450 ,MERCEDES BENZ CLS 450,AUDI S4 SEDAN,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ GLE 53
MERCEDES,BENZ A-CLASS A 45 S,I4,"1,991 cc",416 hp,250 km/h,3.9 sec,"$53,000 ",Petrol,5,500 Nm,53.0,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ GLE 350 ,MERCEDES BENZ CLA 45 AMG,MERCEDES BENZ GLA 45,MERCEDES BENZ GLC 350 
MERCEDES,BENZ C-CLASS C 43,V6,"2,996 cc",402 hp,250 km/h,4.7 sec,"$52,000 ",Petrol,5,520 Nm,52.0,MERCEDES BENZ GLC 43,MERCEDES BENZ CLS 450,MERCEDES BENZ S-CLASS S 500,MERCEDES BENZ GLE 53,MERCEDES BENZ GLE 450
MERCEDES,BENZ E-CLASS E 350,I4,"1,991 cc",255 hp,250 km/h,5.7 sec,"$49,000 ",Petrol,5,500 Nm,49.0,MERCEDES BENZ GLC 350 ,MERCEDES BENZ GLA 45,MERCEDES BENZ GLE 350 ,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ A-CLASS A 45 S
MERCEDES,BENZ GLE 350 ,I4,"1,991 cc",255 hp,250 km/h, 6.1 sec,"$53,000 ",Petrol,5,500 Nm,53.0,MERCEDES BENZ A-CLASS A 45 S,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ CLA 45 AMG,MERCEDES BENZ GLC 350 
MERCEDES,BENZ GLC 43,V6,"2,996 cc",402 hp,250 km/h,4.7 sec,"$54,000 ",Petrol,5,520 Nm,54.0,MERCEDES BENZ C-CLASS C 43,MERCEDES BENZ S-CLASS S 500,AUDI S4 SEDAN,MERCEDES BENZ GLE 53,MERCEDES BENZ GLE 450
MERCEDES,BENZ GLA 45,I4,"1,991 cc",382 hp,250 km/h,4.3 sec,"$48,000 ",Petrol,5,500 Nm,48.0,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ A-CLASS A 45 S,MERCEDES BENZ CLA 45 AMG,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ GLE 350 
MERCEDES,BENZ GLC 350 ,I4,"1,991 cc",255 hp,250 km/h,6.1 sec,"$46,000 ",Petrol,5,500 Nm,46.0,MERCEDES BENZ S-CLASS S 350,MERCEDES BENZ GLE 350 ,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ CLA 45 AMG,MERCEDES BENZ GLA 45
MERCEDES,BENZ GLE 53,V6,"2,996 cc",429 hp,250 km/h,5.2 sec,"$71,000 ",Petrol,5,620 Nm,71.0,MERCEDES BENZ E-CLASS E 450 ,MERCEDES BENZ CLS 450,MERCEDES BENZ GLC 43,MERCEDES BENZ GT 53,MERCEDES BENZ GLE 450
MERCEDES,BENZ S-CLASS S 350,I4,"1,991 cc",255 hp,250 km/h,6.5 sec,"$90,000 ",Petrol,5,500 Nm,90.0,MERCEDES BENZ E-CLASS E 350,MERCEDES BENZ GLC 350 ,MERCEDES BENZ CLA 45 AMG,MERCEDES BENZ A-CLASS A 45 S,MERCEDES BENZ GLE 350 
MERCEDES,BENZ EQS 53,ELECTRIC MOTOR,,751 hp,250 km/h,3.4 sec,"$102,000 ",Electric,5,950 Nm,102.0,HYUNDAI IONIQ 5,TOYOTA BZ3,MERCEDES BENZ E-CLASS E 63 S,Nissan Ariya Lounge Edition,Nissan Ariya 
MERCEDES,BENZ MAYBACH S 680,V12,"5,980 cc",630 hp,250 km/h,4.7 sec,"$200,000 ",Petrol,5,1000 Nm,200.0,MERCEDES BENZ C-CLASS C 43,MERCEDES BENZ GLC 43,ROLLS ROYCE GHOST ZENITH,MERCEDES BENZ GLE 450,MERCEDES BENZ GT 53
BMW,M5 CS,V8,"4,395 cc",627 hp,305 km/h,3.0 sec,"$142,000 ",Petrol,5,750 Nm,142.0,BMW M8 GRAN COUPE,BMW X5 M COMPETITION,BMW M550i XDRIVE,BMW M850i DRIVE COUPE,LAMBORGHINI URUS 
BMW,M4 GTS,I6,"2,993 cc",493 hp,305 km/h,3.7 sec,"$133,000 ",Petrol,4,600 Nm,133.0,BMW M850i DRIVE COUPE,BMW M4 COMPETITION,BMW M2 CS,BMW 430i COUPE,BMW M340i XDRIVE
BMW,M3 COMPETITION,I6,"2,993 cc",503 hp,285 km/h,3.5 sec,"$76,000 ",Petrol,5,650 Nm,76.0,BMW X3 M COMPETITION,BMW M4 COMPETITION,BMW M550i XDRIVE,BMW M340i XDRIVE,BMW 118i XDRIVE
BMW,M2 CS,I6,"2,993 cc",444 hp,280 km/h,4.0 sec,"$83,000 ",Petrol,4,550 Nm,83.0,BMW M4 GTS,BMW M4 COMPETITION,Porsche Panamera 4S,BMW 430i COUPE,BMW M3 COMPETITION
BMW,X5 M COMPETITION,V8,"4,935 cc",523 hp,285 km/h,4.1 sec,"$114,000 ",Petrol,5,750 Nm,114.0,BMW M5 CS,BMW M8 GRAN COUPE,BMW X3 M COMPETITION,BMW M850i DRIVE COUPE,BMW M550i XDRIVE
BMW,X3 M COMPETITION,I6,"2,993 cc",503 hp,285 km/h,4.1 sec,"$69,000 ",Petrol,5,650 Nm,69.0,BMW M340i XDRIVE,BMW M3 COMPETITION,BMW M4 COMPETITION,BMW M550i XDRIVE,BMW X5 M COMPETITION
BMW,M8 GRAN COUPE,V8,"4,395 cc",523 hp,305 km/h,3.3 sec,"$146,000 ",Petrol,5,750 Nm,146.0,BMW M5 CS,BMW X5 M COMPETITION,LAMBORGHINI URUS S,BMW M550i XDRIVE,BMW M850i DRIVE COUPE
BMW,M850i DRIVE COUPE,V8,"4,935 cc",523 hp,285 km/h,3.7 sec,"$108,000 ",Petrol,4,750 Nm,108.0,BMW M4 GTS,BMW M5 CS,BMW X5 M COMPETITION,BMW M8 GRAN COUPE,BMW 430i COUPE
ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,V12,"6,592 cc",563 hp,250 km/h,4.8 sec,"$398,000 ",Petrol,4,840 Nm,398.0,ROLLS ROYCE DAWN SILVER BULLET,ROLLS ROYCE DAWN BLACK BADGE ADAMAS,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN BLACK BADGE,ROLLS ROYCE DAWN
ROLLS ROYCE,CULLINAN BLACK BADGE SUV,V12,"6,749 cc",563 hp,250 km/h,5.1 sec,"$381,000 ",Petrol,5,850 Nm,381.0,ROLLS ROYCE CULLINAN BLACK BADGE,ROLLS ROYCE CULLINAN FUX ORANGE,ROLLS ROYCE CULLINAN RED DIAMOND,ROLLS ROYCE GHOST EXTENDED,ROLLS ROYCE CULLINAN
ROLLS ROYCE,PHATOM TRANQUILITY,V12,"6,749 cc",563 hp,250 km/h,5.3 sec,"$475,000 ",Petrol,5,900 Nm,475.0,ROLLS ROYCE PHATOM ORCHID,ROLLS ROYCE PHANTOM,ROLLS ROYCE PHANTOM EXTENDED,ROLLS ROYCE PHANTOM CELESTIAL,ROLLS ROYCE GHOST MYSORE
ROLLS ROYCE,GHOST ZENITH,V12,"6,749 cc",563 hp,250 km/h,4.9 sec,"$335,000 ",Petrol,5,900 Nm,335.0,ROLLS ROYCE GHOST MYSORE,ROLLS ROYCE GHOST AZURE,ROLLS ROYCE PHANTOM,ROLLS ROYCE PHATOM TRANQUILITY,ROLLS ROYCE PHATOM ORCHID
ROLLS ROYCE,WRAITH EAGLE VIII,V12,"6,592 cc",623 hp,250 km/h,4.5 sec,"$349,000 ",Petrol,4,800 Nm,349.0,ROLLS ROYCE WRAITH LUMINARY,ROLLS ROYCE WRAITH KRYPTOS,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN,ROLLS ROYCE DAWN BLACK BADGE VOLANTE
ROLLS ROYCE,PHATOM ORCHID,V12,"6,749 cc",563 hp,250 km/h,5.3 sec,"$495,000 ",Petrol,5,900 Nm,495.0,ROLLS ROYCE PHANTOM,ROLLS ROYCE PHATOM TRANQUILITY,ROLLS ROYCE PHANTOM EXTENDED,ROLLS ROYCE PHANTOM CELESTIAL,ROLLS ROYCE GHOST MYSORE
ROLLS ROYCE,GHOST AZURE,V12,"6,749 cc",563 hp,250 km/h,4.9 sec,"$355,000 ",Petrol,5,900 Nm,355.0,ROLLS ROYCE GHOST ZENITH,ROLLS ROYCE GHOST MYSORE,ROLLS ROYCE PHANTOM,ROLLS ROYCE PHATOM TRANQUILITY,ROLLS ROYCE PHATOM ORCHID
ROLLS ROYCE,WRAITH KRYPTOS,V12,"6,592 cc",623 hp,250 km/h,4.5 sec,"$369,000 ",Petrol,4,800 Nm,369.0,ROLLS ROYCE WRAITH LUMINARY,ROLLS ROYCE WRAITH EAGLE VIII,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN,ROLLS ROYCE DAWN BLACK BADGE VOLANTE
ROLLS ROYCE,DAWN SILVER BULLET,V12,"6,592 cc",563 hp,250 km/h,4.8 sec,"$418,000 ",Petrol,4,840 Nm,418.0,ROLLS ROYCE DAWN BLACK BADGE VOLANTE,ROLLS ROYCE DAWN BLACK BADGE ADAMAS,ROLLS ROYCE DAWN BLACK BADGE,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN
ROLLS ROYCE,CULLINAN FUX ORANGE,V12,"6,749 cc",563 hp,250 km/h,5.1 sec,"$401,000 ",Petrol,5,850 Nm,401.0,ROLLS ROYCE CULLINAN RED DIAMOND,ROLLS ROYCE CULLINAN BLACK BADGE,ROLLS ROYCE CULLINAN BLACK BADGE SUV,ROLLS ROYCE CULLINAN SUV,ROLLS ROYCE GHOST EXTENDED
ROLLS ROYCE,PHANTOM CELESTIAL,V12,"6,749 cc",563 hp,250 km/h,5.3 sec,"$515,000 ",Petrol,5,900 Nm,515.0,ROLLS ROYCE PHANTOM EXTENDED,ROLLS ROYCE PHANTOM,ROLLS ROYCE PHATOM TRANQUILITY,ROLLS ROYCE PHATOM ORCHID,ROLLS ROYCE GHOST AZURE
ROLLS ROYCE,GHOST MYSORE,V12,"6,749 cc",563 hp,250 km/h,4.9 sec,"$375,000 ",Petrol,5,900 Nm,375.0,ROLLS ROYCE GHOST AZURE,ROLLS ROYCE GHOST ZENITH,ROLLS ROYCE PHATOM ORCHID,ROLLS ROYCE PHANTOM CELESTIAL,ROLLS ROYCE PHANTOM EXTENDED
ROLLS ROYCE,WRAITH LUMINARY,V12,"6,592 cc",623 hp,250 km/h,4.5 sec,"$389,000 ",Petrol,4,800 Nm,389.0,ROLLS ROYCE WRAITH EAGLE VIII,ROLLS ROYCE WRAITH KRYPTOS,ROLLS ROYCE WRAITH BLACK BADGE,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN
ROLLS ROYCE,DAWN BLACK BADGE ADAMAS,V12,"6,592 cc",563 hp,250 km/h,4.8 sec,"$439,000 ",Petrol,4,840 Nm,439.0,ROLLS ROYCE DAWN BLACK BADGE VOLANTE,ROLLS ROYCE DAWN SILVER BULLET,ROLLS ROYCE GHOST COUPE,ROLLS ROYCE DAWN BLACK BADGE,ROLLS ROYCE DAWN
ROLLS ROYCE,CULLINAN RED DIAMOND,V12,"6,749 cc",563 hp,250 km/h,5.1 sec,"$421,000 ",Petrol,5,850 Nm,421.0,ROLLS ROYCE CULLINAN BLACK BADGE,ROLLS ROYCE CULLINAN BLACK BADGE SUV,ROLLS ROYCE CULLINAN FUX ORANGE,ROLLS ROYCE CULLINAN SUV,ROLLS ROYCE GHOST EXTENDED
AUDI,R8 V10 PLUS,V10,"5,204 cc",610 hp,330 km/h,3.2 sec,"$194,000 ",Petrol,2,560 Nm,194.0,AUDI AUDI R8 Gt,LAMBORGHINI HURACAN EVO RWD,LAMBORGHINI HURACAN PERFORMANTE,LAMBORGHINI HURACAN SPYDER,LAMBORGHINI HURACAN EVO RWD SPYDER
AUDI,RS7 SPORTBACK,V8,"3,993 cc",591 hp,305 km/h,3.6 sec,"$114,000 ",Petrol,5,800 Nm,114.0,AUDI RS6 AVANT,AUDI S8,AUDI S7 SPORTBACK,LAMBORGHINI URUS ,BMW M550i XDRIVE
AUDI,S8,V8,"3,993 cc",563 hp,305 km/h,4.3 sec,"$101,000 ",Petrol,5,800 Nm,101.0,AUDI S7 SPORTBACK,AUDI RS7 SPORTBACK,AUDI RS6 AVANT,ASTON MARTIN DBX,AUDI Q3
AUDI,RS6 AVANT,V8,"3,993 cc",591 hp,305 km/h,3.6 sec,"$109,000 ",Petrol,5,800 Nm,109.0,AUDI RS7 SPORTBACK,AUDI S8,AUDI S7 SPORTBACK,LAMBORGHINI URUS ,BMW M550i XDRIVE
AUDI,S7 SPORTBACK,V8,"3,993 cc",563 hp,305 km/h,4.3 sec,"$96,000 ",Petrol,5,650 Nm,96.0,AUDI S8,TOYOTA TUNDRA,BMW M550i XDRIVE,AUDI RS7 SPORTBACK,AUDI RS6 AVANT
AUDI,A8,V6,"2,995 cc",335 hp,250 km/h,5.7 sec,"$86,000 ",Petrol,5,600 Nm,86.0,AUDI A6,AUDI A7,Acura TLX V6 Advance,AUDI Q7,Acura TLX 3.5L V6
AUDI,S5 COUPE,V6,"2,995 cc",349 hp,250 km/h,4.8 sec,"$64,000 ",Petrol,4,500 Nm,64.0,AUDI A5 COUPE,AUDI S4 SEDAN,AUDI SQ5,ROLLS ROYCE DAWN BLACK BADGE,MERCEDES BENZ GLE 450
AUDI,SQ5,V6,"2,995 cc",349 hp,250 km/h,5.4 sec,"$62,000 ",Petrol,5,500 Nm,62.0,AUDI S4 SEDAN,MERCEDES BENZ CLS 450,AUDI S5 COUPE,AUDI A6,AUDI A7
AUDI,S4 SEDAN,V6,"2,995 cc",349 hp,250 km/h,4.7 sec,"$59,000 ",Petrol,5,500 Nm,59.0,AUDI SQ5,AUDI A8,AUDI A6,AUDI A7,MERCEDES BENZ GLC 43
AUDI,S3 SEDAN,I4,"1,984 cc",306 hp,250 km/h,4.8 sec,"$52,000 ",Petrol,5,400 Nm,52.0,AUDI Q3,AUDI A4,KIA SPORTAGE 2024(X-PRO),KIA SPORTAGE 2024(X-PRO PRESTIGE),BMW 530i
AUDI,Q7,V6,"2,995 cc",335 hp,250 km/h,6.3 sec,"$60,000 ",Petrol,7,600 Nm,60.0,AUDI A7,AUDI A6,AUDI A8,AUDI Q5,Nissan Patrol Legend Edition
AUDI,Q5,I4,"1,984 cc",248 hp,240 km/h,6.3 sec,"$43,000 ",Petrol,5,500 Nm,43.0,AUDI A5 COUPE,AUDI SQ5,MERCEDES BENZ GLC 350 ,AUDI S3 SEDAN,AUDI Q3
AUDI,A7,V6,"2,995 cc",335 hp,250 km/h,5.7 sec,"$68,000 ",Petrol,5,600 Nm,68.0,AUDI A8,AUDI A6,Acura TLX 3.5L V6,Acura TLX A-Spec,AUDI SQ5
AUDI,A6,V6,"2,995 cc",335 hp,250 km/h,5.7 sec,"$58,000 ",Petrol,5,600 Nm,58.0,AUDI A8,AUDI A7,Acura TLX A-Spec Sedan,Acura TLX A-Spec,AUDI SQ5
AUDI,A5 COUPE,I4,"1,984 cc",248 hp,240 km/h,6.3 sec,"$45,000 ",Petrol,4,500 Nm,45.0,AUDI Q5,AUDI S5 COUPE,MERCEDES BENZ GLE 350 ,MERCEDES BENZ A-CLASS A 45 S,MERCEDES BENZ GLA 45
AUDI,A4,I4,"1,984 cc",248 hp,240 km/h,6.5 sec,"$39,000 ",Petrol,5,400 Nm,39.0,AUDI Q3,AUDI S3 SEDAN,BMW 125i,HYUNDAI Equus,BMW 128ti
AUDI,Q3,I4,"1,984 cc",248 hp,230 km/h,7.3 sec,"$35,000 ",Petrol,5,400 Nm,35.0,AUDI A4,AUDI S3 SEDAN,KIA SPORTAGE 2024(X-PRO),TOYOTA TACOMA,KIA SPORTAGE 2024(TOP TRIM)
AUDI,E-TRON,ELECTRIC ,95 kwh,402 hp,200 km/h,5.5 sec,"$75,000 ",Electric,5,664 Nm,75.0,AUDI E-TRON SPORTBACK,Nissan Ariya Lounge Edition,Volkswagen ID.3,Volkswagen ID.4 GTX,Volkswagen ID.3 Pro
AUDI,E-TRON SPORTBACK,ELECTRIC,95 kwh,402 hp,200 km/h,5.5 sec,"$78,000 ",Electric,5,664 Nm,78.0,AUDI E-TRON,TOYOTA BZ4X,Nissan Ariya Lounge Edition,Volkswagen ID.5,Volkswagen ID.3 Pro
AUDI,TT COUPE,I4,"1,984 cc",248 hp,250 km/h,5.3 sec,"$49,000 ",Petrol,2,400 Nm,49.0,TOYOTA MR2,AUDI S3 SEDAN,AUDI A4,AUDI Q3,BMW 128ti
BMW,I8 ROADSTER,ELECTRIC MOTOR,11.6 kwh,369 hp,250 km/h,4.4 sec,"$165,000 ",Hybrid,2,570 Nm,165.0,Acura NSX Carbon Edition,LAMBORGHINI SIAN,BMW Mclaren 720s,Volkswagen Volkswagen XL1,Acura NSX 3.5L Hybrid Coupe
BMW,330i,I4,"1,998 cc",255 hp,250 km/h,5.6 sec,"$45,000 ",Petrol,5,400 Nm,45.0,BMW 530i,BMW 125i,BMW 128ti,KIA SPORTAGE SX TURBO,BMW 120i M SPORT
BMW,M340i XDRIVE,I6,"2,998 cc",382 hp,250 km/h,4.1 sec,"$57,000 ",Petrol,5,500 Nm,57.0,BMW X3 M COMPETITION,MERCEDES BENZ CLA 45 AMG,BMW X5 M COMPETITION,BMW M3 COMPETITION,BMW M135i XDRIVE
BMW,430i COUPE,I4,"1,998 cc",255 hp,250 km/h,5.8 sec,"$48,000 ",Petrol,4,400 Nm,48.0,BMW 530i,BMW 128ti,BMW 330i,BMW 125i,TOYOTA TACOMA
BMW,M4 COMPETITION,I6,"2,993 cc",503 hp,290 km/h,3.8 sec,"$81,000 ",Petrol,4,650 Nm,81.0,BMW M4 GTS,BMW M3 COMPETITION,BMW M2 CS,BMW X3 M COMPETITION,BMW 430i COUPE
BMW,530i,I4,"1,998 cc",248 hp,250 km/h,5.9 sec,"$57,000 ",Petrol,5,400 Nm,57.0,BMW 128ti,BMW 125i,BMW 330i,BMW 120D XDRIVE,AUDI S3 SEDAN
BMW,M550i XDRIVE,V8,"4,395 cc",523 hp,250 km/h,3.6 sec,"$78,000 ",Petrol,5,650 Nm,78.0,AUDI S7 SPORTBACK,AUDI RS6 AVANT,BMW M5 CS,TOYOTA TUNDRA,BMW M3 COMPETITION
BMW,118i,I3,"1,499 cc",136 hp,213 km/h,8.5 sec,"$32,000 ",Petrol,5,220 Nm,32.0,BMW 118i SHADOW LINE,BMW 118i M SPORT,BMW 118i SPORTLINE,BMW 118i URBAN LINE,BMW 116i
BMW,128ti,I4,"1,998 cc",261 hp,250 km/h,6.1 sec,"$42,000 ",Petrol,5,400 Nm,42.0,BMW 125i,BMW 330i,BMW 530i,KIA SPORTAGE 2024(X-PRO),BMW 120i M SPORT
BMW,M135i XDRIVE,I4,"1,998 cc",302 hp,250 km/h,4.8 sec,"$30,000 ",Petrol,5,450 Nm,30.0,BMW 125i,BMW 120i XDRIVE,AUDI S3 SEDAN,BMW 530i,BMW 128ti
BMW,116D,I3,"1,496 cc",116 hp,200 km/h,10.3 sec,"$30,000 ",Diesel,5,280 Nm,30.0,BMW 114D,BMW 116D EFFICIENTDYNAMICS,BMW 114D SPORT LINE,BMW 116D ADVANTAGE,BMW 118i SHADOW LINE
BMW,120D XDRIVE,I4,"1,995 cc",190 hp,230 km/h,6.9 sec,"$38,000 ",Diesel,5,400 Nm,38.0,BMW 125D,BMW 120D EFFICIENTDYNAMICS,BMW 118D SPORT LINE,BMW 125i,BMW 118D
BMW,116i,I3,"1,499 cc",109 hp,200 km/h,10.9 sec,"$28,000 ",Petrol,5,200 Nm,28.0,BMW 116i EFFICIENTDYNAMICS,BMW 116D EFFICIENTDYNAMICS,BMW 118i SPORTLINE,BMW 118i URBAN LINE,BMW 118i
BMW,118D,I4,"1,995 cc",150 hp,216 km/h,8.4 sec,"$34,000 ",Diesel,5,380 Nm,34.0,BMW 118D SPORT LINE,BMW 120D XDRIVE,BMW 120D EFFICIENTDYNAMICS,BMW 125D,BMW 116D ADVANTAGE
BMW,120i,I4,"1,998 cc",178 hp,230 km/h,7.1  sec,"$37,000 ",Petrol,5,300 Nm,37.0,BMW 120i M SPORT,BMW 120i XDRIVE,BMW 125i,BMW 114i,BMW M135i XDRIVE
BMW,125i,I4,"1,998 cc",224 hp,240 km/h,6.1 sec,"$42,000 ",Petrol,5,400 Nm,42.0,BMW 128ti,BMW 330i,BMW 530i,KIA SPORTAGE 2024(X-PRO),BMW 120i M SPORT
BMW,114D,I3,"1,496 cc",95 hp,185 km/h,12.2 sec,"$27,000 ",Diesel,5,270 Nm,27.0,BMW 114D SPORT LINE,BMW 116D EFFICIENTDYNAMICS,BMW 116D ADVANTAGE,BMW 116D,BMW 116i
BMW,114i,I4,"1,598 cc",102 hp,195 km/h,11.2 sec,"$26,000 ",Petrol,5,200 Nm,26.0,BMW 116i EFFICIENTDYNAMICS,BMW 330i,BMW 120i XDRIVE,BMW 120i M SPORT,BMW 125i
BMW,125D,I4,"1,995 cc",224 hp,240 km/h,6.3 sec,"$44,000 ",Diesel,5,400 Nm,44.0,BMW 120D XDRIVE,BMW 120D EFFICIENTDYNAMICS,BMW 330i,BMW 118D SPORT LINE,BMW 118D
BMW,118i XDRIVE,I3,"1,499 cc",136 hp,211 km/h,8.9 sec,"$34,000 ",Petrol,5,250 Nm,34.0,BMW 118i SHADOW LINE,BMW 118i SPORTLINE,BMW 118i M SPORT,BMW 118i URBAN LINE,BMW 116i
BMW,116D EFFICIENTDYNAMICS,I3,"1,496 cc",116 hp,200 km/h,10.9 sec,"$30,000 ",Diesel,5,270 Nm,30.0,BMW 114D,BMW 116D ADVANTAGE,BMW 114D SPORT LINE,BMW 116D,BMW 116i
BMW,118i SPORTLINE,I3,"1,499 cc",136 hp,213 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm,35.0,BMW 118i URBAN LINE,BMW 118i M SPORT,BMW 118i SHADOW LINE,BMW 118i XDRIVE,BMW 118i
BMW,118i M SPORT,I3,"1,499 cc",136 hp,213 km/h,8.5 sec,"$37,000 ",Petrol,5,250 Nm,37.0,BMW 118i URBAN LINE,BMW 118i SPORTLINE,BMW 118i SHADOW LINE,BMW 118i XDRIVE,BMW 118i
BMW,120i M SPORT,I4,"1,998 cc",178 hp,230 km/h,7.1 sec,"$39,000 ",Petrol,5,300 Nm,39.0,BMW 120i,BMW 120i XDRIVE,BMW 125i,BMW M135i XDRIVE,BMW 114i
BMW,116i EFFICIENTDYNAMICS,I4,"1,598 cc",109 hp,195 km/h,10.9 sec,"$29,000 ",Petrol,5,200 Nm,29.0,BMW 116i,BMW 114i,BMW 120i XDRIVE,BMW 120i M SPORT,BMW M135i XDRIVE
BMW,116D ADVANTAGE,I3,"1,496 cc",116 hp,200 km/h,10.5 sec,"$31,000 ",Diesel,5,270 Nm,31.0,BMW 114D SPORT LINE,BMW 114D,BMW 116D EFFICIENTDYNAMICS,BMW 116D,BMW 118i XDRIVE
BMW,120D EFFICIENTDYNAMICS,I4,"1,995 cc",163 hp,225 km/h,7.7 sec,"$39,000 ",Diesel,5,400 Nm,39.0,BMW 120D XDRIVE,BMW 125D,BMW 128ti,BMW 118D SPORT LINE,BMW 125i
BMW,118i SHADOW LINE,I3,"1,499 cc",136 hp,213 km/h,8.5 sec,"$36,000 ",Petrol,5,250 Nm,36.0,BMW 118i URBAN LINE,BMW 118i M SPORT,BMW 118i SPORTLINE,BMW 118i,BMW 118i XDRIVE
BMW,118D SPORT LINE,I4,"1,995 cc",150 hp,216 km/h,8.4 sec,"$36,000 ",Diesel,5,380 Nm,36.0,BMW 118D,BMW 120D EFFICIENTDYNAMICS,BMW 125D,BMW 120D XDRIVE,BMW 120i
BMW,120i XDRIVE,I4,"1,998 cc",178 hp,230 km/h,7.2 sec,"$40,000 ",Petrol,5,300 Nm,40.0,BMW 120i,BMW 120i M SPORT,BMW 330i,BMW 128ti,BMW 125i
BMW,114D SPORT LINE,I3,"1,496 cc",95 hp,185 km/h,12.2 sec,"$28,000 ",Diesel,5,270 Nm,28.0,BMW 114D,BMW 116D EFFICIENTDYNAMICS,BMW 116D ADVANTAGE,BMW 116D,BMW 120D XDRIVE
BMW,118i URBAN LINE,I3,"1,499 cc",136 hp,213 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm,35.0,BMW 118i SHADOW LINE,BMW 118i M SPORT,BMW 118i SPORTLINE,BMW 118i,BMW 118i XDRIVE
VOLVO,XC90,I6,"1,969 cc",247 hp,200 km/h,6.5 sec,"$60,000 ",Petrol/Diesel,7,400 Nm,60.0,VOLVO S90,VOLVO XC60,Peugeot 5008 GT Hybrid,Peugeot 5008,GMC Acadia Black Edition
VOLVO,XC60,I6,"1,969 cc",247 hp,220 km/h,6.4 sec,"$55,000 ",Petrol/Diesel,5,400 Nm,55.0,VOLVO S90,VOLVO XC90,TOYOTA 4RUNNER ,HYUNDAI Genesis,BMW 128ti
VOLVO,S90,I6,"1,969 cc",295 hp,250 km/h,5.9 sec,"$60,000 ",Petrol/Diesel,5,400 Nm,60.0,VOLVO XC60,VOLVO XC90,BMW 530i,Mazda CX-60,Jaguar Land Rover Jaguar XE R-Sport AWD
